Name,tc,pc,w,L,M,N,c
DIMETHYL SUCCINATE,657.00,32.80,0.6223,0.5823,0.8815,2.1101,5.7943
DIMETHYL SULFIDE,503.04,55.30,0.1943,0.3882,0.8220,1.2847,0.5409
DIMETHYL SULFOXIDE,729.00,56.50,0.2806,0.6719,0.8742,2.2014,12.4519
DIMETHYL TEREPHTHALATE,777.40,27.60,0.5807,0.4058,0.8498,2.5525,30.7209
"DIMETHYL-2,6-NAPHTHALENEDICARBOXYLATE",883.00,24.85,0.6853,0.3177,0.8193,3.1267,N.A.
DIMETHYLACETYLENE,473.20,48.70,0.2385,0.5219,0.8304,1.1704,1.0669
DIMETHYLALUMINUM CHLORIDE,619.00,36.20,0.1834,0.0000,0.7764,2.5434,N.A.
DIMETHYLAMINE,437.20,53.40,0.2999,0.2829,0.7612,1.6954,0.8028
DIMETHYLCHLOROSILANE,472.00,36.20,0.2526,0.5197,0.9469,1.4709,-2.6784
DIMETHYLDICHLOROSILANE,520.35,34.90,0.2675,0.9418,0.8691,0.7676,-6.9515
DIMETHYLDIMETHOXYSILANE,524.00,26.60,0.2629,0.0000,0.7080,2.2484,18.4414
DI-n-BUTYL ETHER,584.10,24.60,0.4476,0.4304,0.8118,1.8781,1.9079
DI-n-BUTYL PHTHALATE,781.00,17.50,0.9569,0.6484,0.8505,2.5411,7.6534
DI-n-BUTYL SULFONE,767.00,25.40,0.6877,0.2756,0.8112,3.3132,21.7389
DI-n-BUTYLAMINE,602.30,25.70,0.5296,0.4179,0.8603,2.3929,-5.6379
DI-n-HEXYL ETHER,658.00,18.16,0.7105,0.2614,0.8066,3.4299,9.7138
DI-n-OCTYL ETHER,707.00,14.40,0.9336,0.3857,0.8076,3.4038,17.1407
DI-n-OCTYLAMINE,734.00,12.60,0.8187,0.5812,0.8225,2.3455,85.8316
DI-n-PENTYL ETHER,622.00,20.90,0.6012,0.6744,0.9067,1.8322,3.6125
DI-n-PROPYL DISULFIDE,675.00,30.30,0.4370,0.7214,0.8164,1.2029,-3.6175
DI-n-PROPYL ETHER,530.60,30.28,0.3688,0.2476,0.8470,2.5980,-3.9808
DI-n-PROPYL SULFIDE,608.00,30.80,0.3740,0.2582,0.8409,2.5098,1.7868
DI-n-PROPYL SULFONE,763.00,31.10,0.5821,1.3301,0.9991,0.8721,21.5303
DIOCTYL ADIPATE,830.00,11.30,1.0485,1.4570,0.8625,2.3602,20.8751
DIPHENYL ETHER,766.80,30.80,0.4389,0.4707,0.8886,2.0269,7.0590
DIPHENYLAMINE,817.00,31.80,0.5297,0.3703,0.8494,2.5564,13.3043
DIPHENYLDICHLOROSILANE,814.00,23.30,0.4283,0.9808,0.8441,1.4366,18.9347
DIPHENYLMETHANE,760.00,27.10,0.4816,0.2735,0.8354,2.8001,26.0319
DIPROPYLENE GLYCOL MONOETHYL ETHER,617.00,26.30,0.9310,1.4872,0.8873,2.0418,-39.5612
DIPROPYLENE GLYCOL n-PROPYL ETHER,629.00,24.00,0.9631,1.5215,0.8847,2.0723,N.A.
DI-sec-BUTYL ETHER,559.00,25.30,0.4319,0.2890,0.8460,2.6144,N.A.
DISILANE,432.00,51.30,0.0939,0.7157,1.0000,0.7203,N.A.
DI-tert-BUTYL ETHER,550.00,25.30,0.3459,0.2211,0.8444,2.6420,-8.9701
DIVINYL ETHER,463.00,42.50,0.2911,0.2000,0.8490,2.5650,N.A.
DODECANAL,705.10,23.20,0.6808,0.2951,0.8141,3.2449,N.A.
epsilon-CAPROLACTAM,818.20,46.21,0.3850,1.6985,1.0000,0.5282,N.A.
ETHANE,305.32,48.72,0.0995,0.1459,0.8780,2.1536,-3.7074
ETHANOL,514.00,61.37,0.6436,0.9861,0.9642,1.3338,5.9510
ETHYL ACETATE,523.30,38.80,0.3664,1.3115,1.0000,0.6586,5.8539
ETHYL ACRYLATE,553.00,36.80,0.3718,1.2992,0.9998,0.6727,5.6772
ETHYL ALUMINUM DICHLORIDE,646.05,18.60,0.5338,0.2122,0.8161,3.1993,183.0546
ETHYL BENZOATE,698.00,31.80,0.4771,1.0243,0.9984,1.0375,4.6864
ETHYL CHLORIDE,460.35,52.70,0.1886,0.9584,0.9876,0.6703,0.9986
ETHYL CHLOROFORMATE,508.15,45.00,0.8350,0.3283,0.8067,3.4265,-17.6699
DIMETHYLCHLOROSILANE,472.00,36.20,0.2526,0.5197,0.9469,1.4709,-2.6784
DIMETHYLDICHLOROSILANE,520.35,34.90,0.2675,0.9418,0.8691,0.7676,-6.9515
DIMETHYLDIMETHOXYSILANE,524.00,26.60,0.2629,0.0000,0.7080,2.2484,18.4414
DI-n-BUTYL ETHER,584.10,24.60,0.4476,0.4304,0.8118,1.8781,1.9079
DI-n-BUTYL PHTHALATE,781.00,17.50,0.9569,0.6484,0.8505,2.5411,7.6534
DI-n-BUTYL SULFONE,767.00,25.40,0.6877,0.2756,0.8112,3.3132,21.7389
DI-n-BUTYLAMINE,602.30,25.70,0.5296,0.4179,0.8603,2.3929,-5.6379
DI-n-HEXYL ETHER,658.00,18.16,0.7105,0.2614,0.8066,3.4299,9.7138
DI-n-OCTYL ETHER,707.00,14.40,0.9336,0.3857,0.8076,3.4038,17.1407
DI-n-OCTYLAMINE,734.00,12.60,0.8187,0.5812,0.8225,2.3455,85.8316
DI-n-PENTYL ETHER,622.00,20.90,0.6012,0.6744,0.9067,1.8322,3.6125
DI-n-PROPYL DISULFIDE,675.00,30.30,0.4370,0.7214,0.8164,1.2029,-3.6175
DI-n-PROPYL ETHER,530.60,30.28,0.3688,0.2476,0.8470,2.5980,-3.9808
DI-n-PROPYL SULFIDE,608.00,30.80,0.3740,0.2582,0.8409,2.5098,1.7868
DI-n-PROPYL SULFONE,763.00,31.10,0.5821,1.3301,0.9991,0.8721,21.5303
DIOCTYL ADIPATE,830.00,11.30,1.0485,1.4570,0.8625,2.3602,20.8751
DIPHENYL ETHER,766.80,30.80,0.4389,0.4707,0.8886,2.0269,7.0590
DIPHENYLAMINE,817.00,31.80,0.5297,0.3703,0.8494,2.5564,13.3043
DIPHENYLDICHLOROSILANE,814.00,23.30,0.4283,0.9808,0.8441,1.4366,18.9347
DIPHENYLMETHANE,760.00,27.10,0.4816,0.2735,0.8354,2.8001,26.0319
DIPROPYLENE GLYCOL MONOETHYL ETHER,617.00,26.30,0.9310,1.4872,0.8873,2.0418,-39.5612
DIPROPYLENE GLYCOL n-PROPYL ETHER,629.00,24.00,0.9631,1.5215,0.8847,2.0723,N.A.
DI-sec-BUTYL ETHER,559.00,25.30,0.4319,0.2890,0.8460,2.6144,N.A.
DISILANE,432.00,51.30,0.0939,0.7157,1.0000,0.7203,N.A.
DI-tert-BUTYL ETHER,550.00,25.30,0.3459,0.2211,0.8444,2.6420,-8.9701
DIVINYL ETHER,463.00,42.50,0.2911,0.2000,0.8490,2.5650,N.A.
DODECANAL,705.10,23.20,0.6808,0.2951,0.8141,3.2449,N.A.
epsilon-CAPROLACTAM,818.20,46.21,0.3850,1.6985,1.0000,0.5282,N.A.
ETHANE,305.32,48.72,0.0995,0.1459,0.8780,2.1536,-3.7074
ETHANOL,514.00,61.37,0.6436,0.9861,0.9642,1.3338,5.9510
ETHYL ACETATE,523.30,38.80,0.3664,1.3115,1.0000,0.6586,5.8539
ETHYL ACRYLATE,553.00,36.80,0.3718,1.2992,0.9998,0.6727,5.6772
ETHYL ALUMINUM DICHLORIDE,646.05,18.60,0.5338,0.2122,0.8161,3.1993,183.0546
ETHYL BENZOATE,698.00,31.80,0.4771,1.0243,0.9984,1.0375,4.6864
ETHYL CHLORIDE,460.35,52.70,0.1886,0.9584,0.9876,0.6703,0.9986
ETHYL CHLOROFORMATE,508.15,45.00,0.8350,0.3283,0.8067,3.4265,-17.6699
ETHYL FLUORIDE,375.31,50.28,0.2179,0.8499,0.9991,0.8227,2.6188
ETHYL FORMATE,508.40,47.40,0.2847,0.3077,0.8089,1.7604,4.2864
ETHYL IODIDE,554.00,47.11,0.1674,0.8496,0.6857,0.6341,13.0911
ETHYL ISOBUTYRATE,553.15,30.40,0.4264,0.7795,0.9132,1.2444,-1.4137
ETHYL ISOVALERATE,587.95,28.40,0.4000,1.7060,0.9772,0.5219,-1.1553
ETHYL MERCAPTAN,499.15,54.90,0.1878,0.1981,0.8323,1.9391,-0.9042
ETHYL METHACRYLATE,577.00,32.50,0.3432,0.1949,0.8242,2.5833,10.8276
ETHYL n-BUTYRATE,571.00,29.50,0.4011,0.2481,0.8418,2.6858,11.7301
ETHYL PROPIONATE,546.00,33.62,0.3944,0.2515,0.8141,2.4072,7.1966
ETHYL PROPYL SULFIDE,583.90,34.46,0.3331,0.2380,0.8506,2.5393,N.A.
ETHYL t-BUTYL SULFIDE,588.00,31.30,0.2861,0.1797,0.8246,2.4258,-4.7587
ETHYL TERT-BUTYL DISULFIDE,659.90,30.76,0.3471,0.2099,0.8418,2.6855,N.A.
ETHYL tert-PENTYL ETHER,546.00,27.40,0.3382,0.3108,0.7771,1.7846,-1.7035
ETHYL VINYL ETHER,475.15,40.70,0.2665,0.1633,0.8446,2.6372,-1.9888
ETHYLACETYLENE,440.00,46.00,0.2470,0.1108,0.8357,2.7951,-2.1799
ETHYLAL,524.00,32.80,0.4297,0.4924,0.8962,1.9424,-6.0030
ETHYLAMINE,456.15,56.20,0.2848,0.9938,0.8113,0.7432,0.3012
ETHYLBENZENE,617.15,36.09,0.3035,0.4991,0.8229,1.3553,2.7030
ETHYLCHLOROACETATE,618.00,37.90,0.3932,0.6688,0.7966,1.2271,12.6453
ETHYLCYCLOHEXANE,609.15,30.40,0.2455,1.2689,1.0000,0.5572,8.1744
ETHYLCYCLOPENTANE,569.50,34.00,0.2701,0.2247,0.8408,2.2443,-1.7877
ETHYLENE,282.34,50.41,0.0862,0.2298,0.8567,1.4794,-3.3002
ETHYLENE GLYCOL,720.00,82.00,0.5068,1.5753,1.0000,0.6614,8.3870
ETHYLENE GLYCOL MONOBUTYL ETHER ACETATE,641.20,24.80,0.5598,0.2527,0.8247,3.0106,8.8891
ETHYLENE OXIDE,469.15,71.90,0.1974,0.5843,0.8549,1.0068,4.1248
ETHYLENEDIAMINE,593.00,62.90,0.4724,0.2685,0.8362,2.7861,2.2484
ETHYLENEIMINE,537.00,68.50,0.2007,0.6038,0.0002,0.5878,12.7416
ETHYLTRICHLOROSILANE,559.95,33.30,0.2698,0.1294,0.8187,2.6009,-11.0050
ETHYNYLBENZENE,650.00,42.80,0.2264,0.9486,0.8888,2.0248,-19.7769
FERROUS CHLORIDE,2010.00,87.20,0.5271,0.7896,0.7355,0.4903,N.A.
FLUORANTHENE,905.00,26.10,0.5875,0.6070,0.8968,1.9358,N.A.
FLUORENE,826.00,30.00,0.4042,0.6168,0.8155,1.3550,N.A.
FLUORINE,144.12,51.72,0.0530,0.3755,0.8831,1.0063,-2.3328
FLUOROBENZENE,560.09,45.51,0.2472,0.1605,0.8474,2.5910,0.2210
FORMALDEHYDE,420.00,65.90,0.1679,0.0925,0.8452,2.6272,19.8818
FORMANILIDE,787.00,41.10,0.5449,0.2315,0.8184,3.1452,N.A.
FORMIC ACID,588.00,58.10,0.3125,0.2224,0.8520,2.5170,47.9619
FURAN,490.15,55.00,0.2015,1.3183,0.9998,0.4842,-0.6497
FURFURAL,670.15,56.60,0.3678,0.6091,0.8412,1.3255,-0.1728
FURFURYL ALCOHOL,632.00,53.50,0.7341,1.1127,0.8829,2.0892,-11.8536
gamma-BUTYROLACTONE,731.00,51.30,0.3603,0.4104,0.8527,1.8836,N.A.
gamma-VALEROLACTONE,727.00,48.40,0.4030,0.5326,0.9127,1.7723,6.0965
GERMANIUM,9803.00,6511.00,-0.0715,0.5558,0.9998,1.0089,N.A.
GERMANIUM TETRACHLORIDE,550.00,38.50,0.2411,1.4704,0.9999,0.3888,N.A.
GLUTARIC ACID,840.00,42.70,0.7526,1.2790,0.8838,1.3614,22.5286
GLUTARIC ANHYDRIDE,838.00,58.00,0.5372,0.5894,0.8993,1.9084,2.2376
GLYCERYL TRIACETATE,704.00,23.10,0.8389,0.3262,0.8060,3.4450,9.4796
HALOTHANE,496.00,39.20,0.2750,0.1616,0.8445,2.6402,-6.2449
HELIUM-4,5.20,2.27,-0.3900,0.0063,1.2175,1.0909,-4.8915
HEPTANAL,620.00,31.60,0.4058,0.3070,0.8548,2.4746,1.5185
HEXACHLOROBENZENE,825.00,28.50,0.4971,0.0314,0.0002,0.9180,N.A.
HEXACHLOROETHANE,695.00,33.40,0.2386,0.0685,0.7664,2.3012,N.A.
HEXAETHYLBENZENE,746.00,17.30,0.7534,0.8562,0.9305,1.6091,7.3032
"HEXAFLUORO-1,3-BUTADIENE",409.90,31.31,0.3510,1.2816,0.6368,0.6714,-0.4698
HEXAFLUOROACETONE,357.14,28.37,0.3636,0.1082,0.8165,3.1882,-1.8809
HEXAFLUOROBENZENE,516.73,32.73,0.3953,0.2072,0.8334,2.8375,6.0019
HEXAFLUOROETHANE,293.03,30.43,0.2549,0.2200,0.8326,2.1321,-6.7080
HEXAMETHYLBENZENE,758.00,27.70,0.4956,0.9052,0.9354,1.5664,7.0319
HEXAMETHYLCYCLOTRISILOXANE,554.20,17.80,0.4962,1.8195,0.7291,0.6037,-12.9191
HEXAMETHYLDISILAZANE,544.00,19.20,0.5101,0.4995,0.8819,2.1061,-2.2506
HEXAMETHYLDISILOXANE,519.00,19.20,0.4142,0.9293,0.3910,0.6036,2.5219
HEXANAL,594.00,34.60,0.3618,0.2555,0.8369,2.4406,2.6070
HEXANENITRILE,633.80,33.00,0.4343,0.4094,0.8744,2.1996,17.1045
HYDRAZINE,653.15,147.00,0.3143,0.4609,0.8428,1.5279,0.0113
HYDROGEN,33.19,13.13,-0.2160,1.5147,-3.7959,-0.1377,-5.3386
HYDROGEN BROMIDE,363.15,85.52,0.0734,0.8750,1.0000,0.5499,-2.7196
HYDROGEN CHLORIDE,324.65,83.10,0.1315,0.1704,0.8783,2.1503,0.8063
HYDROGEN CYANIDE,456.65,53.90,0.4099,0.4746,0.8982,1.9207,31.2870
HYDROGEN IODIDE,423.85,83.10,0.0381,0.9928,1.0000,0.4174,-4.2849
HYDROGEN PEROXIDE,730.15,217.00,0.3582,0.3191,0.8649,2.2883,-0.8741
HYDROGEN SELENIDE,411.15,89.20,0.0542,1.0805,0.9889,0.4098,-3.7986
HYDROGEN SULFIDE,373.53,89.63,0.0942,0.1120,0.8688,2.2735,-2.5056
INDANE,684.90,39.50,0.3092,0.2626,0.8437,2.2278,-2.5934
INDENE,687.00,38.20,0.3338,0.2242,0.8486,2.5723,9.5035
INDOLE,790.00,43.00,0.3763,0.5840,0.8283,1.3847,25.5844
IODINE,819.15,116.54,0.1115,0.0945,0.8615,2.3747,-11.9594
IODOBENZENE,721.15,45.19,0.2466,0.3396,0.8234,1.5970,1.3154
IRON,9340.00,10150.00,-0.0106,0.0273,0.0015,0.1183,N.A.
IRON PENTACARBONYL,559.65,31.53,0.2938,2.0688,1.0000,0.3599,-1.2860
ISOBUTANE,407.80,36.40,0.1835,0.1575,0.8601,2.3951,-4.0705
ISOBUTENE,417.90,40.00,0.1948,0.1873,0.8657,2.3151,-2.8471
ISOBUTYL ACETATE,560.80,30.10,0.4340,1.3088,1.0000,0.7314,5.9910
ISOBUTYL CHLORIDE,528.00,39.00,0.2416,0.1575,0.8478,2.5850,1.8907
ISOBUTYL FORMATE,551.35,38.81,0.3896,0.2823,0.8167,2.2469,-12.5572
ISOBUTYL ISOBUTYRATE,601.89,26.10,0.4006,0.1536,0.7800,2.6562,-6.0809
ISOBUTYL MERCAPTAN,559.00,40.60,0.2528,0.3730,0.8138,1.4766,-4.5212
ISOBUTYL METHACRYLATE,612.00,26.70,0.4205,0.2602,0.8244,2.5424,N.A.
ISOBUTYLAMINE,513.73,42.15,0.3627,0.2509,0.8485,2.5729,-5.9931
ISOBUTYLBENZENE,650.00,30.50,0.3817,0.7286,0.8939,1.2193,-12.1209
iso-BUTYLCYCLOHEXANE,642.10,25.85,0.3536,0.1652,0.8195,2.7728,-3.6643
ISOBUTYL-tert-BUTYL ETHER,558.30,25.61,0.3494,1.2300,1.0000,0.6940,N.A.
ISOBUTYRIC ACID,605.00,37.00,0.6140,0.2778,0.8191,3.1314,28.2008
ISOBUTYRIC ANHYDRIDE,631.50,27.19,0.5926,0.5905,0.8890,2.0222,-16.1964
ISOBUTYRONITRILE,565.00,37.60,0.3384,0.1861,0.8373,2.7649,25.2100
ISOPENTANE,460.40,33.80,0.2279,0.2084,0.8418,2.1382,-3.6211
ISOPENTYL ISOVALERATE,637.00,22.00,0.5785,0.3071,0.8295,2.9136,5.5694
ISOPHTHALOYL CHLORIDE,768.00,33.30,0.6455,0.9385,0.8747,1.3298,7.7171
ISOPRENE,484.00,38.50,0.1583,1.4359,1.0000,0.4061,3.4030
ISOPROPANOL,508.30,47.65,0.6630,1.6453,0.7944,0.7799,4.6495
ISOPROPYL ACETATE,532.00,32.90,0.3678,1.3324,0.8670,0.6522,6.8496
ISOPROPYL BUTYL ETHER,549.00,27.40,0.4032,0.2175,0.8350,2.8071,-9.1565
ISOPROPYL CHLORIDE,489.00,45.40,0.1986,0.1400,0.8361,2.3597,-3.9216
ISOPROPYL IODIDE,578.00,51.20,0.2380,0.3930,0.9153,1.7471,-20.3325
ISOPROPYL MERCAPTAN,517.00,47.50,0.2138,0.2766,0.8175,1.6365,-9.4239
ISOPROPYL MYRISTATE,738.00,14.00,0.9364,1.2489,0.8640,2.3388,-23.1611
ISOPROPYLAMINE,471.85,45.40,0.2759,0.1185,0.8006,2.5123,-1.5112
ISOPROPYLCYCLOHEXANE,627.00,28.50,0.3295,0.2064,0.8439,2.6500,0.9014
ISOPROPYLCYCLOPENTANE,593.00,30.40,0.3030,0.2011,0.8472,2.5950,0.4468
ISOQUINOLINE,803.15,51.00,0.3035,0.2715,0.8359,2.1118,-15.4948
ISOVALERIC ACID,629.09,36.88,0.6818,0.2363,0.8049,3.4703,10.7823
ISOXAZOLE,590.00,61.00,0.2568,0.2214,0.8610,2.3817,9.7247
KETENE,370.00,58.10,0.1257,1.0430,0.5217,0.4925,-0.2694
KRYPTON,209.35,55.02,0.0000,0.1016,0.8956,1.9487,-3.3325
LITHIUM,3503.00,384.20,-0.0556,0.4272,1.0000,0.7454,68.7466
LITHIUM IODIDE,2370.00,170.00,0.4570,0.3270,0.9193,1.7094,N.A.
L-MENTHOL,658.00,27.10,0.7796,0.6340,0.8693,2.2661,-10.1397
MALEONITRILE,704.00,37.30,0.5575,1.3381,0.9600,1.0598,N.A.
m-CHLOROANILINE,751.00,45.90,0.4198,0.2816,0.8258,2.4381,-0.7200
m-CHLORONITROBENZENE,742.00,39.80,0.4919,0.5973,0.9097,1.8023,13.7629
m-CHLOROPHENOL,729.00,53.20,0.4856,0.5758,0.9070,1.8290,-14.4433
m-CRESOL,705.85,45.60,0.4480,0.7237,0.7382,1.1935,6.0214
m-CYMENE,649.00,28.10,0.3780,0.2618,0.8211,2.3458,9.3276
m-DIBROMOBENZENE,761.00,46.60,0.2932,0.6762,0.8726,1.0797,N.A.
m-DICHLOROBENZENE,683.95,40.70,0.2790,0.4014,0.8265,1.5371,3.8713
m-DIETHYLBENZENE,663.00,28.80,0.3540,0.1557,0.8280,2.9428,7.1690
m-DIISOPROPYLBENZENE,684.00,24.50,0.3587,0.8346,0.3478,0.8148,-17.5906
m-DIVINYLBENZENE,692.00,31.20,0.3734,1.1205,1.0000,0.8005,16.3923
MERCURY,1735.00,1608.03,-0.1645,0.0747,0.9751,1.2196,-7.7620
MESITYL OXIDE,600.00,34.10,0.3254,0.2456,0.7685,1.9226,17.4088
MESITYLENE,637.30,31.27,0.3985,0.3453,0.8343,2.1256,7.2818
METHACROLEIN,530.00,42.50,0.2456,0.1494,0.8448,2.6349,14.6173
METHACRYLONITRILE,554.00,38.80,0.3013,0.4905,0.9270,1.6395,26.8827
METHANE,190.56,45.99,0.0115,0.1471,0.9074,1.8253,-3.5606
METHANOL,512.50,80.84,0.5658,0.6755,0.9141,1.7586,9.1865
METHYL ACETATE,506.55,47.50,0.3313,0.2075,0.8436,2.6544,4.0744
METHYL ACRYLATE,536.00,42.50,0.3423,0.6459,0.8908,1.2795,8.3516
METHYL alpha-METHOXYISOBUTYRATE,589.30,29.35,0.4212,0.1869,0.8253,2.9980,N.A.
METHYL BENZOATE,693.00,35.90,0.4205,0.3545,0.8627,2.3576,6.4553
METHYL CHLORIDE,416.25,66.80,0.1510,0.1633,0.8685,2.2771,0.4074
METHYL CHLOROACETATE,600.00,45.00,0.4340,0.2179,0.8299,2.9064,7.1136
METHYL CHLOROFORMATE,525.00,53.60,0.3921,0.1815,0.8282,2.9391,-3.6398
METHYL DICHLOROSILANE,483.00,39.50,0.2758,0.1787,0.8488,2.5680,-2.8342
METHYL DIETHANOLAMINE,741.90,41.60,0.6286,0.2346,0.8098,3.3446,5.9127
METHYL DODECANOATE,712.00,16.50,0.6644,0.2352,0.7819,3.1731,45.4737
METHYL ETHYL ETHER,437.80,44.00,0.2314,1.6527,0.9083,0.4143,-0.9117
METHYL ETHYL KETONE,535.50,41.50,0.3234,0.3362,0.8276,1.8730,8.6011
METHYL ETHYL SULFIDE,533.00,42.60,0.2091,0.7951,0.8407,0.7922,8.6611
METHYL FLUORIDE,317.42,58.75,0.1947,0.2566,0.8730,1.9682,6.1549
METHYL FORMATE,487.20,60.00,0.2556,0.1483,0.8429,2.6673,3.9840
METHYL IODIDE,528.20,66.00,0.1567,0.1592,0.8693,2.2666,1.2988
METHYL ISOBUTYL ETHER,497.00,34.10,0.3078,0.1840,0.8424,2.6750,-5.9977
METHYL ISOBUTYRATE,540.70,34.32,0.3637,0.1711,0.8300,2.9036,4.2088
METHYL ISOPROPENYL KETONE,566.00,38.90,0.2862,0.1478,0.8372,2.7683,11.8878
METHYL ISOPROPYL ETHER,464.48,37.62,0.2656,1.0104,0.9364,0.7293,-3.1902
METHYL ISOPROPYL KETONE,553.40,38.00,0.3208,1.5206,0.9746,0.5187,3.6243
METHYL ISOPROPYL SULFIDE,553.10,40.21,0.2461,0.1370,0.8396,2.6563,-3.8296
METHYL MERCAPTAN,469.95,72.30,0.1582,0.1414,0.8628,2.3559,-1.2249
METHYL METHACRYLATE,566.00,36.80,0.2802,0.1160,0.7669,2.2572,10.0940
METHYL n-BUTYL ETHER,512.74,33.71,0.3130,0.1669,0.8372,2.7671,0.5177
METHYL n-BUTYL SULFIDE,593.00,34.70,0.3229,0.2490,0.8298,2.2562,2.3997
METHYL n-BUTYRATE,554.50,34.73,0.3775,0.1877,0.8316,2.8732,7.1273
METHYL n-PENTYL ETHER,546.49,30.42,0.3442,0.1734,0.8337,2.8331,0.1195
METHYL n-PROPYL ETHER,476.25,38.01,0.2770,0.1639,0.8433,2.6593,-2.1965
METHYL n-PROPYL SULFIDE,565.00,39.70,0.2737,0.2374,0.8253,2.0811,-0.8832
METHYL PROPIONATE,530.60,40.04,0.3466,0.1722,0.8328,2.8497,5.2785
METHYL sec-BUTYL ETHER,498.00,34.10,0.3062,0.1785,0.8415,2.6902,-3.2763
METHYL SILICATE,562.80,28.73,0.4442,0.7389,0.8454,1.2684,-6.6619
METHYL STEARATE,781.10,10.84,0.8595,1.2022,0.3841,1.2195,137.0867
METHYL t-BUTYL SULFIDE,570.00,35.40,0.2334,0.3373,0.7895,1.4511,-4.9507
METHYL tert-BUTYL ETHER,497.10,32.86,0.2465,0.9289,0.7824,0.7315,N.A.
METHYL tert-PENTYL ETHER,534.00,30.40,0.2981,0.2026,0.8479,2.5836,2.9757
METHYL t-PENTYL SULFIDE,632.00,31.30,0.2836,0.1562,0.8401,2.7151,N.A.
METHYL TRICHLOROSILANE,517.00,35.30,0.2634,0.2100,0.8417,2.2750,-3.7213
METHYL VINYL DICHLOROSILANE,544.10,29.40,0.2928,0.1538,0.8375,2.7617,14.1516
METHYL VINYL ETHER,437.00,46.70,0.2416,0.1284,0.8404,2.7100,2.7449
METHYLACETYLENE,402.40,56.30,0.2115,0.1387,0.8489,2.5675,-1.2481
METHYLAL,480.60,39.50,0.2856,0.0843,0.8228,3.0508,11.6326
METHYLAMINE,430.05,74.60,0.2814,1.3043,1.0000,0.5774,2.1754
METHYLCYCLOHEXANE,572.10,34.80,0.2361,0.9072,0.8925,0.7499,-4.0252
METHYLCYCLOPENTANE,532.70,37.90,0.2288,0.3839,0.8082,1.3741,-3.4378
m-ETHYLTOLUENE,637.15,31.50,0.3649,1.1294,1.0000,0.7820,5.3416
m-METHYLSTYRENE,657.00,32.90,0.3487,0.1748,0.8332,2.8418,14.3295
MONOCHLOROBENZENE,632.35,45.19,0.2499,0.3875,0.8225,1.4703,1.4157
MORPHOLINE,618.00,53.40,0.3579,0.2690,0.8536,2.4921,-4.5655
m-PHENYLENEDIAMINE,824.00,51.80,0.5464,0.5710,0.8929,1.9778,9.3695
m-TOLUALCOHOL,681.00,39.10,0.7508,1.7641,1.0000,0.6830,-18.9362
m-TOLUIDINE,707.00,42.80,0.4348,0.2241,0.8316,2.8732,6.1559
m-XYLENE,617.00,35.41,0.3265,0.3506,0.8332,1.8594,5.1448
"N,N-DIETHYLANILINE",702.00,28.50,0.4262,1.5646,0.6021,0.6510,13.7745
"N,N-DIETHYLHYDROXYLAMINE",567.00,41.30,0.7154,0.8191,0.8266,1.5803,-10.6406
"N,N-DIMETHYLACETAMIDE",658.00,40.30,0.3635,1.1894,0.8635,0.7238,28.9569
"N,N-DIMETHYLANILINE",687.15,36.30,0.4022,1.3485,1.0000,0.6708,8.3534
"N,N-DIMETHYLFORMAMIDE",649.60,44.20,0.3177,0.3106,0.8463,2.1617,34.1879
N-AMINOETHYL ETHANOLAMINE,698.00,44.60,1.0473,0.4239,0.8050,3.4710,N.A.
NAPHTHALENE,748.40,40.50,0.3020,0.2984,0.8065,1.8271,4.6947
n-BUTANE,425.12,37.96,0.2002,0.1867,0.8645,2.3327,-3.5818
n-BUTYL ACETATE,575.40,30.90,0.4394,0.2615,0.8387,2.7408,3.1387
n-BUTYL ACRYLATE,598.00,29.10,0.4817,0.5371,0.8968,1.9355,-1.0145
n-BUTYL CHLORIDE,539.20,37.21,0.2472,0.1314,0.8396,2.7252,8.3424
n-BUTYL FORMATE,559.00,35.10,0.3878,0.2568,0.8163,2.3635,4.8949
n-BUTYL MERCAPTAN,570.10,39.70,0.2714,0.3545,0.8210,1.6093,1.7723
n-BUTYL n-BUTYRATE,616.00,25.40,0.4815,0.2692,0.8342,2.8134,6.9688
n-BUTYL NONANOATE,674.00,17.40,0.7277,0.8269,0.8438,2.6521,N.A.
n-BUTYL PROPIONATE,594.60,28.00,0.4644,0.4374,0.7791,1.7914,4.7122
n-BUTYL STEARATE,764.00,11.10,1.0246,1.3507,0.8567,2.4450,N.A.
n-BUTYL VALERATE,629.00,23.30,0.5955,0.5008,0.8362,2.6431,-2.6820
n-BUTYLAMINE,531.90,42.00,0.3292,0.1686,0.8176,2.6228,-1.4456
n-BUTYLBENZENE,660.50,28.90,0.3941,0.3988,0.8283,1.8875,2.9990
n-BUTYLCYCLOHEXANE,667.00,25.70,0.2743,1.7503,1.0000,0.4162,11.9028
n-BUTYLCYCLOPENTANE,621.00,27.20,0.3719,0.2863,0.8329,2.2935,3.7146
n-BUTYRIC ACID,615.70,40.60,0.6750,0.4226,0.8406,2.7061,17.8657
n-DECANE,617.70,21.10,0.4923,0.3677,0.8119,2.2188,12.8105
n-DECYL MERCAPTAN,696.00,21.30,0.5874,0.3488,0.8369,2.7738,22.0973
n-DECYLAMINE,663.00,21.80,0.6664,0.3295,0.8229,3.0487,10.1311
n-DECYLBENZENE,753.00,17.70,0.6797,0.5552,0.8671,2.2961,19.3952
